gsa_par_id,gsa_hol_id,ua_grp_id,ranking,covered
121170_4077_00486,36242016288,7V1D1,26820,0
121170_4077_00486,36242016288,EPEZH,26820,0
618120_3687_00349,3624042812,7V1D1,26821,0
618120_3687_00349,3624042812,EPEZH,26821,0
2517160_5464_00259,36243228364,5HZH1TH,26822,0
2517160_5464_00259,36243228364,7V1D1,26822,0
2517160_5464_00259,36243228364,EPEZH,26822,0
171190_4071_00021,368323200,RTS5,26823,0
171190_4071_00021,368323200,7V1D1,26823,0
171190_4071_00021,368323200,EPEZH,26823,0
1223170_3088_00295,3624432320,7V1D1,26824,0
1223170_3088_00295,3624432320,EPEZH,26824,0
2517160_5263_00132,36243283228,7V1D1,26825,0
2517160_5263_00132,36243283228,EPEZH,26825,0
102120_2888_01291,4162436,7V1D1,26826,0
102120_2888_01291,4162436,EPEZH,26826,0
25160_3092_01125,41632036,00N9,26827,0
25160_3092_01125,41632036,7V1D1,26827,0
25160_3092_01125,41632036,EPEZH,26827,0
618170_2892_00488,36241202820,7V1D1,26828,0
618170_2892_00488,36241202820,EPEZH,26828,0
25160_3090_00074,362032,7V1D1,26829,0
25160_3090_00074,362032,EPEZH,26829,0
231700_3289_00226,4122824,7V1D1,26830,0
231700_3289_00226,4122824,EPEZH,26830,0
171190_4270_00793,36122424240,7V1D1,26831,0
171190_4270_00793,36122424240,EPEZH,26831,0
161330_5065_00039,412122832,00N9,26832,0
161330_5065_00039,412122832,7V1D1,26832,0
161330_5065_00039,412122832,EPEZH,26832,0
1323170_5077_00239,3624016208,00N9,26833,0
1323170_5077_00239,3624016208,7V1D1,26833,0
1323170_5077_00239,3624016208,EPEZH,26833,0
126170_4276_00013,28322016,7V1D1,26834,0
126170_4276_00013,28322016,EPEZH,26834,0
102120_2889_00420,412322824,7V1D1,26835,0
102120_2889_00420,412322824,EPEZH,26835,0
126170_4073_00443,4828016,7V1D1,26836,0
126170_4073_00443,4828016,EPEZH,26836,0
186220_4865_00030,41228284,7V1D1,26837,0
186220_4865_00030,41228284,EPEZH,26837,0
126170_4474_00324,41628244,7V1D1,26838,0
126170_4474_00324,41628244,EPEZH,26838,0
133170_3690_01074,824204,7V1D1,26839,0
133170_3690_01074,824204,EPEZH,26839,0
126170_4273_00366,4832160,8AEAE,26840,0
126170_4273_00366,4832160,7V1D1,26840,0
126170_4273_00366,4832160,EPEZH,26840,0
1811170_2889_00153,20208,7V1D1,26841,0
1811170_2889_00153,20208,EPEZH,26841,0
126170_4474_00138,28242824,RTS5,26842,0
126170_4474_00138,28242824,8AEAE,26842,0
126170_4474_00138,28242824,7V1D1,26842,0
126170_4474_00138,28242824,EPEZH,26842,0
121170_4081_00076,2403616,7V1D1,26843,0
121170_4081_00076,2403616,EPEZH,26843,0
102120_2888_00738,4201636,7V1D1,26844,0
102120_2888_00738,4201636,EPEZH,26844,0
36110_4269_00435,3212240,EPEZH,26845,0
121170_4081_00112,2442028,7V1D1,26846,0
121170_4081_00112,2442028,EPEZH,26846,0
121170_4082_00094,4801628,7V1D1,26847,0
121170_4082_00094,4801628,EPEZH,26847,0
171190_4272_00609,1636320,7V1D1,26848,0
171190_4272_00609,1636320,EPEZH,26848,0
2322100_3288_00008,362002488,00N9,26849,0
2322100_3288_00008,362002488,7V1D1,26849,0
2322100_3288_00008,362002488,EPEZH,26849,0
102120_3089_00313,4128240,7V1D1,26850,0
102120_3089_00313,4128240,EPEZH,26850,0
161330_5065_00223,4412812,00N9,26851,0
161330_5065_00223,4412812,7V1D1,26851,0
161330_5065_00223,4412812,EPEZH,26851,0
171190_4072_00554,416122012,06IYG8X,26852,0
171190_4072_00554,416122012,EPEZH,26852,0
133170_3490_00151,8241232,7V1D1,26853,0
133170_3490_00151,8241232,EPEZH,26853,0
133170_3489_00283,36288122024,7V1D1,26854,0
133170_3489_00283,36288122024,EPEZH,26854,0
121170_4479_00146,36280362016,06IYG8X,26855,0
121170_4479_00146,36280362016,EPEZH,26855,0
181510_4478_00010,3224824,FTV4XP,26856,0
181510_4478_00010,3224824,7V1D1,26856,0
181510_4478_00010,3224824,EPEZH,26856,0
126170_4273_00235,1281612,7V1D1,26857,0
126170_4273_00235,1281612,EPEZH,26857,0
102120_2889_00745,412281624,7V1D1,26858,0
102120_2889_00745,412281624,EPEZH,26858,0
161330_5064_00076,36284840,5HZH1TH,26859,0
161330_5064_00076,36284840,7V1D1,26859,0
161330_5064_00076,36284840,EPEZH,26859,0
121170_4279_00524,32243220,7V1D1,26860,0
121170_4279_00524,32243220,EPEZH,26860,0
181510_4678_00020,28362824,06IYG8X,26861,0
181510_4678_00020,28362824,EPEZH,26861,0
102120_2889_00172,36162416164,7V1D1,26862,0
102120_2889_00172,36162416164,EPEZH,26862,0
126170_4075_00007,24361624,06IYG8X,26863,0
126170_4075_00007,24361624,EPEZH,26863,0
618170_2892_00052,36,9SIS78,26864,0
618170_2892_00052,36,7V1D1,26864,0
618170_2892_00052,36,EPEZH,26864,0
133170_3689_00105,8201616,7V1D1,26865,0
133170_3689_00105,8201616,EPEZH,26865,0
126170_4274_01083,361236400,7V1D1,26866,0
126170_4274_01083,361236400,EPEZH,26866,0
126170_4075_00022,442880,7V1D1,26867,0
126170_4075_00022,442880,EPEZH,26867,0
171190_4270_00348,36122424240,7V1D1,26868,0
171190_4270_00348,36122424240,EPEZH,26868,0
102120_2888_00864,412243220,7V1D1,26869,0
102120_2888_00864,412243220,EPEZH,26869,0
212190_3289_00007,420164,7V1D1,26870,0
212190_3289_00007,420164,EPEZH,26870,0
171190_4073_00108,362848036,00N9,26871,0
171190_4073_00108,362848036,7V1D1,26871,0
171190_4073_00108,362848036,EPEZH,26871,0
126170_4274_00373,32162036,7V1D1,26872,0
126170_4274_00373,32162036,EPEZH,26872,0
618120_3688_00072,82480,7V1D1,26873,0
618120_3688_00072,82480,EPEZH,26873,0
133170_3489_00360,8162824,8AEAE,26874,0
133170_3489_00360,8162824,7V1D1,26874,0
133170_3489_00360,8162824,EPEZH,26874,0
25160_3291_00068,8488,7V1D1,26875,0
25160_3291_00068,8488,EPEZH,26875,0
1813190_3287_00341,362848248,06IYG8X,26876,0
1813190_3287_00341,362848248,EPEZH,26876,0
1223170_2887_00157,3616323284,7V1D1,26877,0
1223170_2887_00157,3616323284,EPEZH,26877,0
618170_3090_00229,361212,7V1D1,26878,0
618170_3090_00229,361212,EPEZH,26878,0
181510_4677_00755,4816812,7V1D1,26879,0
181510_4677_00755,4816812,EPEZH,26879,0
171190_4271_00552,28363616,7V1D1,26880,0
171190_4271_00552,28363616,EPEZH,26880,0
2322100_3288_00319,1242820,7V1D1,26881,0
2322100_3288_00319,1242820,EPEZH,26881,0
126170_4273_00413,2882820,06IYG8X,26882,0
126170_4273_00413,2882820,EPEZH,26882,0
133170_3689_00175,4812432,9SIS78,26883,0
133170_3689_00175,4812432,7V1D1,26883,0
133170_3689_00175,4812432,EPEZH,26883,0
1811170_2689_00018,436428,9SIS78,26884,0
1811170_2689_00018,436428,7V1D1,26884,0
1811170_2689_00018,436428,EPEZH,26884,0
161100_3888_00781,41616032,06IYG8X,26885,0
161100_3888_00781,41616032,EPEZH,26885,0
36110_4268_00412,36242083624,00N9,26886,0
36110_4268_00412,36242083624,7V1D1,26886,0
36110_4268_00412,36242083624,EPEZH,26886,0
161330_5065_00485,362012123212,7V1D1,26887,0
161330_5065_00485,362012123212,EPEZH,26887,0
181510_4477_00645,3612024320,7V1D1,26888,0
181510_4477_00645,3612024320,EPEZH,26888,0
1223170_2887_00003,481220,7V1D1,26889,0
1223170_2887_00003,481220,EPEZH,26889,0
618120_3487_00260,8044,7V1D1,26890,0
618120_3487_00260,8044,EPEZH,26890,0
12510_5664_00119,3624321680,FTV4XP,26891,0
12510_5664_00119,3624321680,EPEZH,26891,0
102120_2688_00036,3616321204,06IYG8X,26892,0
102120_2688_00036,3616321204,EPEZH,26892,0
161100_3888_00647,4812364,7V1D1,26893,0
161100_3888_00647,4812364,EPEZH,26893,0
2517160_5264_00516,324164,7V1D1,26894,0
2517160_5264_00516,324164,EPEZH,26894,0
161100_3888_00494,8321228,7V1D1,26895,0
161100_3888_00494,8321228,EPEZH,26895,0
618120_3487_00096,48168,7V1D1,26896,0
618120_3487_00096,48168,EPEZH,26896,0
102120_2890_00301,202020,7V1D1,26897,0
102120_2890_00301,202020,EPEZH,26897,0
171190_4470_01237,36161616820,06IYG8X,26898,0
171190_4470_01237,36161616820,EPEZH,26898,0
2517160_5464_00201,44162024,06IYG8X,26899,0
2517160_5464_00201,44162024,EPEZH,26899,0
181510_4677_00494,3628441628,5HZH1TH,26900,0
181510_4677_00494,3628441628,RTS5,26900,0
181510_4677_00494,3628441628,7V1D1,26900,0
181510_4677_00494,3628441628,EPEZH,26900,0
171190_4473_00029,361616361612,7V1D1,26901,0
171190_4473_00029,361616361612,EPEZH,26901,0
618120_3486_00085,48168,7V1D1,26902,0
618120_3486_00085,48168,EPEZH,26902,0
171190_4470_00127,36243216128,5HZH1TH,26903,0
171190_4470_00127,36243216128,00N9,26903,0
171190_4470_00127,36243216128,7V1D1,26903,0
171190_4470_00127,36243216128,EPEZH,26903,0
171190_4271_00363,3281224,7V1D1,26904,0
171190_4271_00363,3281224,EPEZH,26904,0
12510_5665_00097,161648,7V1D1,26905,0
12510_5665_00097,161648,EPEZH,26905,0
618170_2892_00455,481612,FTV4XP,26906,0
618170_2892_00455,481612,7V1D1,26906,0
618170_2892_00455,481612,EPEZH,26906,0
181510_4478_00052,3624081616,7V1D1,26907,0
181510_4478_00052,3624081616,EPEZH,26907,0
171190_4270_00038,32203236,7V1D1,26908,0
171190_4270_00038,32203236,EPEZH,26908,0
171190_4273_00209,36201203212,7V1D1,26909,0
171190_4273_00209,36201203212,EPEZH,26909,0
181510_4476_00460,41232320,7V1D1,26910,0
181510_4476_00460,41232320,EPEZH,26910,0
126170_4274_00393,1643228,7V1D1,26911,0
126170_4274_00393,1643228,EPEZH,26911,0
171190_4473_00638,416242816,7V1D1,26912,0
171190_4473_00638,416242816,EPEZH,26912,0
171190_4271_00541,48281228,7V1D1,26913,0
171190_4271_00541,48281228,EPEZH,26913,0
121170_4077_00347,2828420,7V1D1,26914,0
121170_4077_00347,2828420,EPEZH,26914,0
171190_4270_00959,41681236,06IYG8X,26915,0
171190_4270_00959,41681236,EPEZH,26915,0
161330_5064_00192,3682016,06IYG8X,26916,0
161330_5064_00192,3682016,EPEZH,26916,0
121170_4082_00358,361616361624,7V1D1,26917,0
121170_4082_00358,361616361624,EPEZH,26917,0
181510_4677_00128,362432243624,FTV4XP,26918,0
181510_4677_00128,362432243624,7V1D1,26918,0
181510_4677_00128,362432243624,EPEZH,26918,0
171190_4272_00102,40123624,7V1D1,26919,0
171190_4272_00102,40123624,EPEZH,26919,0
212190_3088_00052,323636,EPEZH,26920,0
618170_2891_00207,361620804,7V1D1,26921,0
618170_2891_00207,361620804,EPEZH,26921,0
231700_3290_00304,41232812,7V1D1,26922,0
231700_3290_00304,41232812,EPEZH,26922,0
2517160_5065_00092,328020,EPEZH,26923,0
133170_3688_00409,36281282020,5HZH1TH,26924,0
133170_3688_00409,36281282020,7V1D1,26924,0
133170_3688_00409,36281282020,EPEZH,26924,0
121170_4079_00137,416122432,7V1D1,26925,0
121170_4079_00137,416122432,EPEZH,26925,0
126170_4274_00902,3282412,7V1D1,26926,0
126170_4274_00902,3282412,EPEZH,26926,0
121170_4079_00153,40323232,7V1D1,26927,0
121170_4079_00153,40323232,EPEZH,26927,0
181510_4676_00509,48121224,7V1D1,26928,0
181510_4676_00509,48121224,EPEZH,26928,0
161100_3888_00205,41643624,FTV4XP,26929,0
161100_3888_00205,41643624,7V1D1,26929,0
161100_3888_00205,41643624,EPEZH,26929,0
171190_4072_00770,362443248,7V1D1,26930,0
171190_4072_00770,362443248,EPEZH,26930,0
171190_4473_00464,203208,EPEZH,26931,0
102120_2889_00366,4122420,7V1D1,26932,0
102120_2889_00366,4122420,EPEZH,26932,0
61710_2692_00289,24032,7V1D1,26933,0
61710_2692_00289,24032,EPEZH,26933,0
126170_4273_00279,32122020,FTV4XP,26934,0
126170_4273_00279,32122020,7V1D1,26934,0
126170_4273_00279,32122020,EPEZH,26934,0
25160_3291_00598,1202816,EPEZH,26935,0
618170_3092_00568,362020241632,FTV4XP,26936,0
618170_3092_00568,362020241632,7V1D1,26936,0
618170_3092_00568,362020241632,EPEZH,26936,0
231700_3291_00080,32412,06IYG8X,26937,0
231700_3291_00080,32412,EPEZH,26937,0
231700_3291_00242,36163212240,00N9,26938,0
231700_3291_00242,36163212240,7V1D1,26938,0
231700_3291_00242,36163212240,EPEZH,26938,0
171190_4271_00998,3212120,8AEAE,26939,0
171190_4271_00998,3212120,7V1D1,26939,0
171190_4271_00998,3212120,EPEZH,26939,0
126170_4274_00956,16281212,RTS5,26940,0
126170_4274_00956,16281212,8AEAE,26940,0
126170_4274_00956,16281212,7V1D1,26940,0
126170_4274_00956,16281212,EPEZH,26940,0
212190_3089_00002,362812122016,7V1D1,26941,0
212190_3089_00002,362812122016,EPEZH,26941,0
2322100_3288_00043,881636,00N9,26942,0
2322100_3288_00043,881636,7V1D1,26942,0
2322100_3288_00043,881636,EPEZH,26942,0
121170_4082_00731,361616361624,7V1D1,26943,0
121170_4082_00731,361616361624,EPEZH,26943,0
618120_3486_00569,416321624,7V1D1,26944,0
618120_3486_00569,416321624,EPEZH,26944,0
12510_5663_00473,36280242824,5HZH1TH,26945,0
12510_5663_00473,36280242824,00N9,26945,0
12510_5663_00473,36280242824,7V1D1,26945,0
12510_5663_00473,36280242824,EPEZH,26945,0
181510_4676_00220,28080,7V1D1,26946,0
181510_4676_00220,28080,EPEZH,26946,0
18580_5465_00036,164204,06IYG8X,26947,0
18580_5465_00036,164204,00N9,26947,0
18580_5465_00036,164204,EPEZH,26947,0
171190_4270_01270,3628842824,5HZH1TH,26948,0
171190_4270_01270,3628842824,00N9,26948,0
171190_4270_01270,3628842824,7V1D1,26948,0
171190_4270_01270,3628842824,EPEZH,26948,0
231700_3290_00047,120832,7V1D1,26949,0
231700_3290_00047,120832,EPEZH,26949,0
618170_2891_00161,1228,7V1D1,26950,0
618170_2891_00161,1228,EPEZH,26950,0
126170_4274_00703,322840,7V1D1,26951,0
126170_4274_00703,322840,EPEZH,26951,0
1323170_4876_00140,322048,7V1D1,26952,0
1323170_4876_00140,322048,EPEZH,26952,0
231700_3489_00635,3628121244,5HZH1TH,26953,0
231700_3489_00635,3628121244,00N9,26953,0
231700_3489_00635,3628121244,7V1D1,26953,0
231700_3489_00635,3628121244,EPEZH,26953,0
121170_4079_00378,3628483232,FTV4XP,26954,0
121170_4079_00378,3628483232,7V1D1,26954,0
121170_4079_00378,3628483232,EPEZH,26954,0
171190_4471_00599,3624368364,5HZH1TH,26955,0
171190_4471_00599,3624368364,7V1D1,26955,0
171190_4471_00599,3624368364,EPEZH,26955,0
121170_4079_00542,41643636,7V1D1,26956,0
121170_4079_00542,41643636,EPEZH,26956,0
102120_2888_00368,4201632,7V1D1,26957,0
102120_2888_00368,4201632,EPEZH,26957,0
126170_4074_00623,3232812,06IYG8X,26958,0
126170_4074_00623,3232812,00N9,26958,0
126170_4074_00623,3232812,EPEZH,26958,0
618120_3687_00100,361243600,7V1D1,26959,0
618120_3687_00100,361243600,EPEZH,26959,0
2322100_3488_00291,36244122016,RTS5,26960,0
2322100_3488_00291,36244122016,7V1D1,26960,0
2322100_3488_00291,36244122016,EPEZH,26960,0
181510_4478_00242,1602024,7V1D1,26961,0
181510_4478_00242,1602024,EPEZH,26961,0
25160_3291_00155,36820,FTV4XP,26962,0
25160_3291_00155,36820,7V1D1,26962,0
25160_3291_00155,36820,EPEZH,26962,0
1813190_3086_00010,361624121212,7V1D1,26963,0
1813190_3086_00010,361624121212,EPEZH,26963,0
126170_4274_01214,3628124288,EPEZH,26964,0
61710_2692_00426,361228880,7V1D1,26965,0
61710_2692_00426,361228880,EPEZH,26965,0
181510_4476_00268,2416368,7V1D1,26966,0
181510_4476_00268,2416368,EPEZH,26966,0
171190_4272_00136,41616240,7V1D1,26967,0
171190_4272_00136,41616240,EPEZH,26967,0
25160_3092_00002,36,7V1D1,26968,0
25160_3092_00002,36,EPEZH,26968,0
126170_4274_00738,416202432,7V1D1,26969,0
126170_4274_00738,416202432,EPEZH,26969,0
2322100_3487_00219,84284,EPEZH,26970,0
2517160_5264_00717,28362028,7V1D1,26971,0
2517160_5264_00717,28362028,EPEZH,26971,0
25160_3292_00614,36288161228,7V1D1,26972,0
25160_3292_00614,36288161228,EPEZH,26972,0
2322100_3087_00036,416121228,RTS5,26973,0
2322100_3087_00036,416121228,7V1D1,26973,0
2322100_3087_00036,416121228,EPEZH,26973,0
121170_4080_00545,40202428,06IYG8X,26974,0
121170_4080_00545,40202428,EPEZH,26974,0
121170_4278_00403,1641612,7V1D1,26975,0
121170_4278_00403,1641612,EPEZH,26975,0
618170_2891_00326,3616241280,7V1D1,26976,0
618170_2891_00326,3616241280,EPEZH,26976,0
1223170_2887_00279,36242016284,5HZH1TH,26977,0
1223170_2887_00279,36242016284,7V1D1,26977,0
1223170_2887_00279,36242016284,EPEZH,26977,0
231700_3489_00074,36243216164,5HZH1TH,26978,0
231700_3489_00074,36243216164,7V1D1,26978,0
231700_3489_00074,36243216164,EPEZH,26978,0
121170_4080_00299,2836424,7V1D1,26979,0
121170_4080_00299,2836424,EPEZH,26979,0
126170_4275_00114,2416016,7V1D1,26980,0
126170_4275_00114,2416016,EPEZH,26980,0
126170_4274_00515,20281216,7V1D1,26981,0
126170_4274_00515,20281216,EPEZH,26981,0
126170_4274_00125,16283612,7V1D1,26982,0
126170_4274_00125,16283612,EPEZH,26982,0
61710_2692_00405,43236,06IYG8X,26983,0
61710_2692_00405,43236,EPEZH,26983,0
2322100_3488_00195,1241236,7V1D1,26984,0
2322100_3488_00195,1241236,EPEZH,26984,0
1811170_2890_00360,36202012164,RTS5,26985,0
1811170_2890_00360,36202012164,7V1D1,26985,0
1811170_2890_00360,36202012164,EPEZH,26985,0
25160_3091_00387,36284242412,06IYG8X,26986,0
25160_3091_00387,36284242412,EPEZH,26986,0
618170_2893_00137,12016,7V1D1,26987,0
618170_2893_00137,12016,EPEZH,26987,0
1323170_4877_00296,36281282012,EPEZH,26988,0
25160_3091_00954,81220,7V1D1,26989,0
25160_3091_00954,81220,EPEZH,26989,0
171190_4071_00353,3624208424,7V1D1,26990,0
171190_4071_00353,3624208424,EPEZH,26990,0
181510_4477_00473,36201220,7V1D1,26991,0
181510_4477_00473,36201220,EPEZH,26991,0
126170_4273_00468,24122816,7V1D1,26992,0
126170_4273_00468,24122816,EPEZH,26992,0
2517160_5464_00269,416323612,7V1D1,26993,0
2517160_5464_00269,416323612,EPEZH,26993,0
25160_3290_00110,43644,7V1D1,26994,0
25160_3290_00110,43644,EPEZH,26994,0
231700_3491_00258,424200,7V1D1,26995,0
231700_3491_00258,424200,EPEZH,26995,0
1811170_2689_00138,2408,7V1D1,26996,0
1811170_2689_00138,2408,EPEZH,26996,0
618120_3487_00330,362848240,06IYG8X,26997,0
618120_3487_00330,362848240,EPEZH,26997,0
171190_4470_00876,284164,06IYG8X,26998,0
171190_4470_00876,284164,EPEZH,26998,0
171190_4471_00246,324024,7V1D1,26999,0
171190_4471_00246,324024,EPEZH,26999,0
121170_4479_00369,361632281620,7V1D1,27000,0
121170_4479_00369,361632281620,EPEZH,27000,0
231700_3289_00495,432420,7V1D1,27001,0
231700_3289_00495,432420,EPEZH,27001,0
25160_3292_00381,362020241632,FTV4XP,27002,0
25160_3292_00381,362020241632,7V1D1,27002,0
25160_3292_00381,362020241632,EPEZH,27002,0
126170_4076_00025,3236428,7V1D1,27003,0
126170_4076_00025,3236428,EPEZH,27003,0
2322100_3288_00336,3624280364,7V1D1,27004,0
2322100_3288_00336,3624280364,EPEZH,27004,0
126170_4474_00809,1681636,06IYG8X,27005,0
126170_4474_00809,1681636,EPEZH,27005,0
618170_3091_00341,361632404,06IYG8X,27006,0
618170_3091_00341,361632404,EPEZH,27006,0
1811170_2689_00115,436428,FTV4XP,27007,0
1811170_2689_00115,436428,9SIS78,27007,0
1811170_2689_00115,436428,7V1D1,27007,0
1811170_2689_00115,436428,EPEZH,27007,0
1323170_4877_00107,361632323220,7V1D1,27008,0
1323170_4877_00107,361632323220,EPEZH,27008,0
231700_3291_00181,4321636,7V1D1,27009,0
231700_3291_00181,4321636,EPEZH,27009,0
171190_4472_00552,32282816,7V1D1,27010,0
171190_4472_00552,32282816,EPEZH,27010,0
133170_3689_00971,3612036240,7V1D1,27011,0
133170_3689_00971,3612036240,EPEZH,27011,0
171190_4471_00102,1232816,7V1D1,27012,0
171190_4471_00102,1232816,EPEZH,27012,0
61710_2890_00011,323632,00N9,27013,0
61710_2890_00011,323632,7V1D1,27013,0
61710_2890_00011,323632,EPEZH,27013,0
121170_4082_00816,24243632,06IYG8X,27014,0
121170_4082_00816,24243632,EPEZH,27014,0
161330_5065_00297,416844,FTV4XP,27015,0
161330_5065_00297,416844,7V1D1,27015,0
161330_5065_00297,416844,EPEZH,27015,0
618170_3090_00647,3683232324,7V1D1,27016,0
618170_3090_00647,3683232324,EPEZH,27016,0
126170_4075_00409,4160016,7V1D1,27017,0
126170_4075_00409,4160016,EPEZH,27017,0
1323170_4876_00221,20282036,00N9,27018,0
1323170_4876_00221,20282036,7V1D1,27018,0
1323170_4876_00221,20282036,EPEZH,27018,0
126170_4475_00004,412243620,EPEZH,27019,0
1813190_3287_00205,412281224,7V1D1,27020,0
1813190_3287_00205,412281224,EPEZH,27020,0
1323170_4878_00268,32281224,FTV4XP,27021,0
1323170_4878_00268,32281224,7V1D1,27021,0
1323170_4878_00268,32281224,EPEZH,27021,0
1223170_3087_00388,36208080,7V1D1,27022,0
1223170_3087_00388,36208080,EPEZH,27022,0
121170_4283_00309,4020288,06IYG8X,27023,0
121170_4283_00309,4020288,EPEZH,27023,0
121170_4277_00091,1682024,00N9,27024,0
121170_4277_00091,1682024,7V1D1,27024,0
121170_4277_00091,1682024,EPEZH,27024,0
121170_4076_00007,28321628,7V1D1,27025,0
121170_4076_00007,28321628,EPEZH,27025,0
171190_4073_00037,324328,06IYG8X,27026,0
171190_4073_00037,324328,EPEZH,27026,0
1813190_3286_00191,842028,EPEZH,27027,0
133170_3689_00007,41636020,7V1D1,27028,0
133170_3689_00007,41636020,EPEZH,27028,0
2322100_3087_00056,44020,7V1D1,27029,0
2322100_3087_00056,44020,EPEZH,27029,0
12510_5664_00141,16322816,7V1D1,27030,0
12510_5664_00141,16322816,EPEZH,27030,0
61710_2692_00042,3616241280,7V1D1,27031,0
61710_2692_00042,3616241280,EPEZH,27031,0
102120_2889_01122,48124,7V1D1,27032,0
102120_2889_01122,48124,EPEZH,27032,0
231700_3290_00145,432812,7V1D1,27033,0
231700_3290_00145,432812,EPEZH,27033,0
171190_4270_00214,28363616,7V1D1,27034,0
171190_4270_00214,28363616,EPEZH,27034,0
121170_4078_00271,28322016,7V1D1,27035,0
121170_4078_00271,28322016,EPEZH,27035,0
2517160_5064_00076,36282024424,00N9,27036,0
2517160_5064_00076,36282024424,7V1D1,27036,0
2517160_5064_00076,36282024424,EPEZH,27036,0
171190_4473_00626,2836812,7V1D1,27037,0
171190_4473_00626,2836812,EPEZH,27037,0
2517160_5264_00741,3624281248,7V1D1,27038,0
2517160_5264_00741,3624281248,EPEZH,27038,0
126170_4476_00040,2036020,7V1D1,27039,0
126170_4476_00040,2036020,EPEZH,27039,0
618120_3486_00649,3624036208,7V1D1,27040,0
618120_3486_00649,3624036208,EPEZH,27040,0
126170_4475_00123,36201212,7V1D1,27041,0
126170_4475_00123,36201212,EPEZH,27041,0
171190_4073_00099,32202428,7V1D1,27042,0
171190_4073_00099,32202428,EPEZH,27042,0
121170_4279_00404,36243228,7V1D1,27043,0
121170_4279_00404,36243228,EPEZH,27043,0
121170_4277_00666,328432,7V1D1,27044,0
121170_4277_00666,328432,EPEZH,27044,0
61710_2891_00684,12428,7V1D1,27045,0
61710_2891_00684,12428,EPEZH,27045,0
133170_3488_00036,1241236,7V1D1,27046,0
133170_3488_00036,1241236,EPEZH,27046,0
126170_4075_00219,2842812,7V1D1,27047,0
126170_4075_00219,2842812,EPEZH,27047,0
126170_4277_00278,3612024320,FTV4XP,27048,0
126170_4277_00278,3612024320,7V1D1,27048,0
126170_4277_00278,3612024320,EPEZH,27048,0
126170_4273_00203,362828282824,7V1D1,27049,0
126170_4273_00203,362828282824,EPEZH,27049,0
618170_2893_00095,416242828,00N9,27050,0
618170_2893_00095,416242828,7V1D1,27050,0
618170_2893_00095,416242828,EPEZH,27050,0
161100_3888_00086,4321236,7V1D1,27051,0
161100_3888_00086,4321236,EPEZH,27051,0
161330_4865_00083,416282016,06IYG8X,27052,0
161330_4865_00083,416282016,00N9,27052,0
161330_4865_00083,416282016,EPEZH,27052,0
186220_4865_00088,4082036,7V1D1,27053,0
186220_4865_00088,4082036,EPEZH,27053,0
133170_3690_00317,36243216832,06IYG8X,27054,0
133170_3690_00317,36243216832,EPEZH,27054,0
171190_4072_00601,36208362412,06IYG8X,27055,0
171190_4072_00601,36208362412,EPEZH,27055,0
231700_3489_00378,36824,00N9,27056,0
231700_3489_00378,36824,7V1D1,27056,0
231700_3489_00378,36824,EPEZH,27056,0
151210_5077_00028,3624240428,7V1D1,27057,0
151210_5077_00028,3624240428,EPEZH,27057,0
121170_4277_00122,41636420,06IYG8X,27058,0
121170_4277_00122,41636420,EPEZH,27058,0
181510_4277_00052,2828428,7V1D1,27059,0
181510_4277_00052,2828428,EPEZH,27059,0
133170_3690_01086,41602020,EPEZH,27060,0
231700_3489_00106,432164,06IYG8X,27061,0
231700_3489_00106,432164,EPEZH,27061,0
12510_5663_00074,1632280,06IYG8X,27062,0
12510_5663_00074,1632280,00N9,27062,0
12510_5663_00074,1632280,EPEZH,27062,0
171190_4471_00395,321680,7V1D1,27063,0
171190_4471_00395,321680,EPEZH,27063,0
126170_4274_00691,362041280,FTV4XP,27064,0
126170_4274_00691,362041280,7V1D1,27064,0
126170_4274_00691,362041280,EPEZH,27064,0
618170_3090_00621,41616420,7V1D1,27065,0
618170_3090_00621,41616420,EPEZH,27065,0
231700_3489_00210,832816,7V1D1,27066,0
231700_3489_00210,832816,EPEZH,27066,0
121170_4077_00126,36321632,7V1D1,27067,0
121170_4077_00126,36321632,EPEZH,27067,0
618170_2893_00121,416242828,7V1D1,27068,0
618170_2893_00121,416242828,EPEZH,27068,0
171190_4271_01021,4168208,7V1D1,27069,0
171190_4271_01021,4168208,EPEZH,27069,0
102120_2888_00817,4163616,06IYG8X,27070,0
102120_2888_00817,4163616,EPEZH,27070,0
121170_4480_00323,41236128,EPEZH,27071,0
126170_4274_00554,362840364,5HZH1TH,27072,0
126170_4274_00554,362840364,9SIS78,27072,0
126170_4274_00554,362840364,7V1D1,27072,0
126170_4274_00554,362840364,EPEZH,27072,0
1323170_4677_00002,2828284,FTV4XP,27073,0
1323170_4677_00002,2828284,7V1D1,27073,0
1323170_4677_00002,2828284,EPEZH,27073,0
161330_5065_00619,4841228,9SIS78,27074,0
161330_5065_00619,4841228,7V1D1,27074,0
161330_5065_00619,4841228,EPEZH,27074,0
618170_2891_00415,16820,7V1D1,27075,0
618170_2891_00415,16820,EPEZH,27075,0
181510_4476_00543,41241624,9SIS78,27076,0
181510_4476_00543,41241624,7V1D1,27076,0
181510_4476_00543,41241624,EPEZH,27076,0
231700_3289_00108,8361624,7V1D1,27077,0
231700_3289_00108,8361624,EPEZH,27077,0
121170_4082_01139,284364,06IYG8X,27078,0
121170_4082_01139,284364,EPEZH,27078,0
102120_2888_01048,4161228,RTS5,27079,0
